name,team,fifa_OVA,fifa_POT
Iraizoz,Athletic Club de Bilbao,79,79

Z. Tošić,CSKA Moscow,79,79

Maxwell,Paris Saint-Germain,79,79

M. Bodmer,OGC Nice,79,79

C. Pizarro,SV Werder Bremen,79,79

D. Boyko,Málaga CF,78,78

O. Dembélé,Borussia Dortmund,78,90

Renato Sanches,FC Bayern Munich,78,90

V. Janssen,Tottenham Hotspur,78,85

N. Radoja,RC Celta de Vigo,78,84

O. Al Soma,Al Ahli,78,79

Danilo,SL Benfica,78,85

A. Sulu,SV Darmstadt 98,78,78

Jony,Málaga CF,78,81

Petros,Real Betis Balompié,78,80

V. Nilsson Lindelöf,SL Benfica,78,86

A. Sanabria,Real Betis Balompié,78,88

G. Nkoudou,Tottenham Hotspur,78,84

S. Cristóforo,Fiorentina,78,82

C. Tolisso,Olympique Lyonnais,78,86

C. N'Doye,Angers SCO,78,78

G. Escalante,SD Eibar,78,85

S. Torrico,San Lorenzo de Almagro,78,78

Morales,Levante UD,78,78

Wendell,Bayer 04 Leverkusen,78,85

A. Kramarić,TSG 1899 Hoffenheim,78,80

Dani García,SD Eibar,78,80

D. Zapata,Udinese,78,81

A. Christensen,Borussia Mönchengladbach,78,87

T. Lemar,AS Monaco,78,87

D. Origi,Liverpool,78,85

D. Rolán,Girondins de Bordeaux,78,83

Gabriel,Inter,78,87

Diego Llorente,Málaga CF,78,86

F. Bernardeschi,Fiorentina,78,84

L. Marković,Sporting CP,78,83

Bruma,Galatasaray SK,78,87

Pedro Santos,SC Braga,78,78

Paulo Oliveira,Sporting CP,78,82

A. Romagnoli,Milan,78,86

Otávio,FC Porto,78,86

A. Baba,FC Schalke 04,78,85

M. de Roon,Middlesbrough,78,81

A. Samaris,SL Benfica,78,79

A. Doucouré,Watford,78,84

Felipe,FC Porto,78,79

Bigas,UD Las Palmas,78,81

J. Willems,PSV,78,84

B. Davies,Tottenham Hotspur,78,82

Luís Hernández,Leicester City,78,79

S. Gentiletti,Genoa,78,78

Marcelo,Rio Ave FC,78,79

F. Thauvin,Olympique de Marseille,78,84

J. Campbell,Sporting CP,78,83

Mário Rui,Roma,78,81

M. Niang,Milan,78,85

C. Kramer,Borussia Mönchengladbach,78,81

K. Fortounis,Olympiakos CFP,78,82

S. Vrsaljko,Atlético Madrid,78,82

Eric Botteghin,Feyenoord,78,78

J. Stones,Manchester City,78,88

Rodrigo Moledo,Panathinaikos FC,78,78

Suso,Milan,78,83

Fernando,Spartak Moscow,78,84

S. Sané,Hannover 96,78,80

Recio,Málaga CF,78,82

M. Rojo,Manchester United,78,80

A. Musa,Leicester City,78,83

G. Ramírez,Middlesbrough,78,82

Samuel,Rubin Kazan,78,79

L. Krejčí,Bologna,78,84

M. Badelj,Fiorentina,78,79

A. Mandi,Real Betis Balompié,78,83

Cédric,Southampton,78,82

A. Marchesín,Santos Laguna,78,80

Nacho Fernández,Real Madrid CF,78,80

N. Chadli,West Bromwich Albion,78,78

Cristian Tello,Fiorentina,78,81

Vicente Gómez,UD Las Palmas,78,78

E. Çolak,RC Deportivo de La Coruña,78,81

D. Praet,Sampdoria,78,83

B. Martins Indi,Stoke City,78,82

J. Clasie,Southampton,78,81

V. Aboubakar,Beşiktaş JK,78,83

Pablo Sarabia,Sevilla FC,78,82

N. Mendy,Leicester City,78,84

Tomás Pina,Club Brugge KV,78,78

Rodrigo,Valencia CF,78,81

P. Wollscheid,VfL Wolfsburg,78,79

R. Funes Mori,Monterrey,78,81

M. Höger,1. FC Köln,78,79

Mexer,Stade Rennais FC,78,79

E. Pérez,Valencia CF,78,78

T. Gutiérrez,Rosario Central,78,78

D. Pabón,Monterrey,78,78

C. Austin,Southampton,78,79

Willian José,Real Sociedad,78,84

A. Townsend,Crystal Palace,78,80

H. Pérez,RCD Espanyol,78,78

I. Gueye,Everton,78,79

M. Destro,Bologna,78,81

D. Pröpper,PSV,78,83

C. Tosun,Beşiktaş JK,78,82

K. Casteels,VfL Wolfsburg,78,82

E. Giaccherini,Napoli,78,78

R. Hamouma,AS Saint-Étienne,78,78

A. Nyom,West Bromwich Albion,78,78

Fontàs,RC Celta de Vigo,78,80

G. Töre,West Ham United,78,82

J. Kucka,Milan,78,78

Sandro,Queens Park Rangers,78,79

T. Arslan,Beşiktaş JK,78,80

Xandão,FC Anzhi Makhachkala,78,78

A. Ljajić,Torino,78,81

Iago Falqué,Torino,78,79

L. de Jong,PSV,78,80

T. Cleverley,Everton,78,78

Rafael,Olympique Lyonnais,78,80

Muniain,Athletic Club de Bilbao,78,83

Susaeta,Athletic Club de Bilbao,78,78

S. Rudy,TSG 1899 Hoffenheim,78,80

Y. Bolasie,Everton,78,78

V. Şen,Fenerbahçe SK,78,78

V. Wanyama,Tottenham Hotspur,78,82

T. Heurtaux,Udinese,78,78

S. Lulić,Lazio,78,78

L. Holtby,Hamburger SV,78,81

Elias,Sporting CP,78,78

O. El Kaddouri,Napoli,78,80

D. Glushakov,Spartak Moscow,78,78

Maurício,Spartak Moscow,78,78

C. Zambrano,Rubin Kazan,78,80

M. Diouf,Stoke City,78,78

A. Paloschi,Atalanta,78,80

C. Träsch,VfL Wolfsburg,78,78

B. Espinosa,Middlesbrough,78,80

O. Ighalo,Watford,78,79

B. Moukandjo,FC Lorient,78,78

J. Allen,Stoke City,78,80

K. Papadopoulos,RB Leipzig,78,82

R. Thomas,Angers SCO,78,78

M. Carcela-González,Granada CF,78,78

P. Piatti,RCD Espanyol,78,78

E. Choupo-Moting,FC Schalke 04,78,78

S. Langkamp,Hertha BSC Berlin,78,78

N. Subotić,Borussia Dortmund,78,78

F. Delph,Manchester City,78,80

H. Saivet,AS Saint-Étienne,78,81

R. Bobadilla,FC Augsburg,78,78

T. Deeney,Watford,78,78

B. Dzsudzsák,Free,78,78

A. Carroll,West Ham United,78,78

Koo Ja Cheol,FC Augsburg,78,79

M. Suchý,FC Basel,78,78

Guilherme,Lokomotiv Moscow,78,78

D. Damjanović,FC Seoul,78,78

Ki Sung Yueng,Swansea City,78,79

F. Fazio,Roma,78,78

C. Kaboré,FC Krasnodar,78,78

E. Capoue,Watford,78,78

P. Baysse,OGC Nice,78,79

C. Zapata,Milan,78,78

A. Matri,Sassuolo,78,78

M. Fellaini,Manchester United,78,78

N. Guzmán,Tigres U.A.N.L.,78,78

A. Ramos,Borussia Dortmund,78,78

V. Birsa,Chievo Verona,78,78

S. Kums,Udinese,78,78

F. Caicedo,RCD Espanyol,78,78

S. Mignolet,Liverpool,78,78

L. Antonelli,Milan,78,78

V. Moses,Chelsea,78,81

M. Andreolli,Inter,78,78

Javi Varas,UD Las Palmas,78,78

Zurutuza,Real Sociedad,78,78

F. Forster,Southampton,78,78

D. Valeri,Portland Timbers,78,78

J. McArthur,Crystal Palace,78,78

J. Cork,Swansea City,78,80

L. Cattermole,Sunderland,78,78

R. Riou,FC Nantes,78,78

Rafinha,FC Bayern Munich,78,78

R. Vlaar,AZ,78,78

S. Bocchetti,Spartak Moscow,78,78

I. Abate,Milan,78,78

R. Elm,Kalmar FF,78,78

V. Denisov,Lokomotiv Moscow,78,78

R. Shishkin,Lokomotiv Moscow,78,78

A. Kasaev,Lokomotiv Moscow,78,78

M. Ruben,Rosario Central,78,78

G. Paletta,Milan,78,78

J. Mikel,Chelsea,78,78

Adriano,Beşiktaş JK,78,78

Charles,Málaga CF,78,78

S. Sessègnon,Montpellier Hérault SC,78,78

A. Raggi,AS Monaco,78,78

T. Heaton,Burnley,78,78

O. Kucher,Shakhtar Donetsk,78,78

K. El Ahmadi,Feyenoord,78,78

J. Ménez,Girondins de Bordeaux,78,78

Jesús Gámez,Newcastle United,78,78

R. Montolivo,Milan,78,78

F. Quagliarella,Sampdoria,78,78

Jurado,RCD Espanyol,78,78

E. Lavezzi,Free,78,78

C. Gentner,VfB Stuttgart,78,78

L. Ciman,Montreal Impact,78,78

P. Skjelbred,Hertha BSC Berlin,78,78

R. Civelli,LOSC Lille,78,78

M. Noble,West Ham United,78,78

A. Lennon,Everton,78,78

P. Verhaegh,FC Augsburg,78,78

Luisão,SL Benfica,78,78

Iván Cuéllar,Real Sporting de Gijón,78,78

Xabi Prieto,Real Sociedad,78,78

V. Demirel,Fenerbahçe SK,78,78

A. Orión,Racing Club,78,78

M. Barovero,Necaxa,78,78

L. López,Racing Club,78,78

E. Spahić,Hamburger SV,78,78

C. Fuchs,Leicester City,78,78

B. Cesar,Chievo Verona,78,78

W. Caballero,Manchester City,78,78

M. López,Torino,78,78

E. Cambiasso,Olympiakos CFP,78,78

Vágner Love,Alanyaspor,78,78

S. Kießling,Bayer 04 Leverkusen,78,78

W. Morgan,Leicester City,78,78

Gomes,Watford,78,78

Reyes,RCD Espanyol,78,78

R. Jarstein,Hertha BSC Berlin,78,78

N. de Jong,Galatasaray SK,78,78

C. Samba,Panathinaikos FC,78,78

Joaquín,Real Betis Balompié,78,78

César Navas,FC Rostov,78,78

F. Lampard,New York City Football Club,78,78

A. Gamberini,Chievo Verona,78,78

M. De Sanctis,AS Monaco,78,78

Eliseu,SL Benfica,78,78

R. Weidenfeller,Borussia Dortmund,78,78

G. Donnarumma,Milan,77,88

Formosandrinho,Associação Atlética Ponte Preta,77,79

Sidney Pessinho,Goiás Esporte Clube,77,80

Everticinho,Sport Club Internacional,77,77

Louri Beretta,Coritiba Foot Ball Club,77,77

Claudio Coíntra,Botafogo de Futebol e Regatas,77,77

Maikel Catarino,Associação Chapecoense de Futebol,77,77

Ronaldo Esler,Botafogo de Futebol e Regatas,77,77

Gazzolisco,Clube Atlético Paranaense,77,77

Raphaelito Anjos,Clube Atlético Paranaense,77,77

Oyarzabal,Real Sociedad,77,85

M. Lemos,UD Las Palmas,77,85

Dalbert,OGC Nice,77,84

Nélson Semedo,SL Benfica,77,85

M. Acuña,Racing Club,77,80

R. Karsdorp,Feyenoord,77,83

Dani Ceballos,Real Betis Balompié,77,85

Y. Cardinale,OGC Nice,77,83

M. Vecino,Fiorentina,77,80

Tana,UD Las Palmas,77,80

J. Izquierdo,Club Brugge KV,77,80

Y. Tielemans,RSC Anderlecht,77,87

Y. Lodygin,Zenit St. Petersburg,77,79

Capa,SD Eibar,77,83

D. Zappacosta,Torino,77,83

F. Monetti,Club Atlético Lanús,77,78

Jemerson,AS Monaco,77,83

Rúben Vezo,Granada CF,77,83

L. Alario,River Plate,77,83

P. Pérez,Boca Juniors,77,77

D. Benedetto,Boca Juniors,77,78

V. Cuesta,Independiente,77,79

M. Kranevitter,Sevilla FC,77,85

E. Mas,San Lorenzo de Almagro,77,78

A. Mejía,Club León,77,78

F. Armani,Atlético Nacional,77,77

D. Torres,Deportivo Alavés,77,79

V. Hernández,Junior FC,77,78

F. Pardo,Olympiakos CFP,77,78

N. Bentaleb,FC Schalke 04,77,85

M. Elneny,Arsenal,77,81

M. Lemina,Juventus,77,83

L. Vangioni,Milan,77,77

Anderson Talisca,Beşiktaş JK,77,82

Medrán,Valencia CF,77,84

Alex Telles,FC Porto,77,82

Y. Gerhardt,VfL Wolfsburg,77,85

Bruno Fernandes,Sampdoria,77,84

R. Berić,AS Saint-Étienne,77,82

M. Benassi,Torino,77,84

Víctor Rodríguez,Real Sporting de Gijón,77,78

P. De Blasis,1. FSV Mainz 05,77,77

Carles Gil,RC Deportivo de La Coruña,77,83

C. Mbemba,Newcastle United,77,84

M. Dos Santos,SD Eibar,77,78

L. Zuffi,FC Basel,77,79

J. Quintero,FC Porto,77,82

Jonny,RC Celta de Vigo,77,83

P. Zieliński,Napoli,77,84

R. Ghezzal,Olympique Lyonnais,77,82

A. Szymanowski,CD Leganés,77,77

J. Hofmann,Borussia Mönchengladbach,77,80

J. Córdoba,1. FSV Mainz 05,77,82

Jozabed,Fulham,77,81

F. Schär,TSG 1899 Hoffenheim,77,81

Grimaldo,SL Benfica,77,86

Pacheco,Deportivo Alavés,77,84

R. Guerreiro,Borussia Dortmund,77,83

A. Belotti,Torino,77,85

E. Forsberg,RB Leipzig,77,80

G. González,Palermo,77,77

R. Saïss,Wolverhampton Wanderers,77,79

Gerard Moreno,RCD Espanyol,77,83

J. Veltman,Ajax,77,80

Albentosa,RC Deportivo de La Coruña,77,78

G. Pizarro,Tigres U.A.N.L.,77,79

J. Lingard,Manchester United,77,83

E. Vargas,TSG 1899 Hoffenheim,77,78

Roberto Torres,CA Osasuna,77,78

A. Pléa,OGC Nice,77,84

João Pereira,Sporting CP,77,77

J. Ferri,Olympique Lyonnais,77,81

D. Heintz,1. FC Köln,77,84

V. Chiricheş,Napoli,77,78

Jairo,1. FSV Mainz 05,77,82

L. Pavoletti,Genoa,77,77

Z. Feddal,Deportivo Alavés,77,78

S. Haller,FC Utrecht,77,82

L. Castro,Chievo Verona,77,77

A. Rüdiger,Roma,77,82

F. Fajr,RC Deportivo de La Coruña,77,77

Salvador Agra,CD Nacional,77,80

Rubén Pardo,Real Sociedad,77,83

Luís Neto,Zenit St. Petersburg,77,78

S. Arias,PSV,77,81

C. Musonda,Real Betis Balompié,77,88

J. Okore,FC København,77,83

T. Vaclík,FC Basel,77,78

Zé Luís,Spartak Moscow,77,81

T. Vilhena,Feyenoord,77,82

T. Kongolo,Feyenoord,77,82

L. Bittencourt,1. FC Köln,77,83

Álvaro,Villarreal CF,77,79

Aleix Vidal,FC Barcelona,77,78

T. Meunier,Paris Saint-Germain,77,80

E. Dier,Tottenham Hotspur,77,85

S. Sturaro,Juventus,77,82

E. Bičakčić,TSG 1899 Hoffenheim,77,78

C. Tătăruşanu,Fiorentina,77,77

N. De Préville,LOSC Lille,77,79

L. Teodorczyk,RSC Anderlecht,77,80

Marafona,SC Braga,77,77

M. Dević,Rubin Kazan,77,77

Rômulo,Spartak Moscow,77,81

N. Jørgensen,Feyenoord,77,80

E. Emenike,Fenerbahçe SK,77,77

M. van Ginkel,Chelsea,77,83

Josué,Galatasaray SK,77,78

R. Funes Mori,Everton,77,81

M. Sels,Newcastle United,77,82

Sergi Gómez,RC Celta de Vigo,77,85

N. Pallois,Girondins de Bordeaux,77,77

T. Klose,Norwich City,77,77

B. Dja Djédjé,Watford,77,80

Sergio Álvarez,Real Sporting de Gijón,77,83

J. Iturbe,Roma,77,82

L. Muriel,Sampdoria,77,80

Adriano,FC Seoul,77,77

Luis Alberto,Lazio,77,84

F. Pogba,AS Saint-Étienne,77,80

S. Bell,1. FSV Mainz 05,77,81

P. Djilobodji,Sunderland,77,78

J. Ayew,Aston Villa,77,81

I. Fetfatzidis,Al Ahli,77,81

A. Regattin,Osmanlıspor,77,79

Y. Del Valle,Bursaspor,77,78

D. Ings,Liverpool,77,83

A. Finnbogason,FC Augsburg,77,78

Javi López,RCD Espanyol,77,77

Sergi Enrich,SD Eibar,77,79

Montoya,Valencia CF,77,80

S. Okazaki,Leicester City,77,77

A. Delort,Tigres U.A.N.L.,77,82

André Pinto,SC Braga,77,80

N. Pejčinović,Lokomotiv Moscow,77,77

G. Pezzella,Real Betis Balompié,77,83

N. Gudelj,Ajax,77,80

G. Kashia,Vitesse,77,77

M. Le Marchand,OGC Nice,77,80

Escudero,Sevilla FC,77,78

S. Jung,VfL Wolfsburg,77,80

Marcos Alonso,Chelsea,77,80

M. Baša,LOSC Lille,77,77

C. Pantilimon,Watford,77,77

M. Plattenhardt,Hertha BSC Berlin,77,80

D. Ginczek,VfB Stuttgart,77,81

Bruno César,Sporting CP,77,77

Bóveda,Athletic Club de Bilbao,77,78

A. Kokorin,Zenit St. Petersburg,77,79

A. Bertolacci,Milan,77,80

D. Reyes,RCD Espanyol,77,83

T. Usami,FC Augsburg,77,81

S. Corchia,LOSC Lille,77,80

T. Rincón,Genoa,77,77

P. Pekarík,Hertha BSC Berlin,77,77

C. Borges,RC Deportivo de La Coruña,77,77

J. Kirchhoff,Sunderland,77,81

M. Antonio,West Ham United,77,78

G. Sertic,Girondins de Bordeaux,77,79

Rubén Pérez,CD Leganés,77,78

Álvaro Domínguez,Borussia Mönchengladbach,77,78

Éder,LOSC Lille,77,77

M. Ekici,Trabzonspor,77,78

Victor Sánchez,RCD Espanyol,77,77

M. Risse,1. FC Köln,77,78

J. Shelvey,Newcastle United,77,82

M. Díaz,FC Dallas,77,80

G. Bou,Racing Club,77,79

M. Valdifiori,Torino,77,77

Miguel Lopes,Akhisar Belediyespor,77,77

A. Mehmedi,Bayer 04 Leverkusen,77,80

F. Tabanou,Granada CF,77,78

Douglão,Akhisar Belediyespor,77,77

C. Diabaté,Osmanlıspor,77,77

L. Acosta,Club Atlético Lanús,77,77

D. Janmaat,Watford,77,78

Juanfran,RC Deportivo de La Coruña,77,77

Rochina,Rubin Kazan,77,81

Maicon,Lokomotiv Moscow,77,78

C. Grenier,Olympique Lyonnais,77,80

Wanderson,FC Krasnodar,77,77

D. Tarasov,Lokomotiv Moscow,77,77

D. Moreno,Club Tijuana,77,77

C. Kouyaté,West Ham United,77,80

G. Cameron,Stoke City,77,77

I. Radovanovic,Chievo Verona,77,77

S. Ulreich,FC Bayern Munich,77,77

S. de Jong,PSV,77,77

K. Trippier,Tottenham Hotspur,77,80

Maurício,Zenit St. Petersburg,77,78

S. Wagner,TSG 1899 Hoffenheim,77,77

F. Roncaglia,RC Celta de Vigo,77,77

G. van der Wiel,Fenerbahçe SK,77,77

N. Müller,Hamburger SV,77,77

N. El Zhar,UD Las Palmas,77,77

Yuri,Real Sociedad,77,79

A. Chedjou,Galatasaray SK,77,77

V. Stocker,Hertha BSC Berlin,77,78

R. Rosales,Málaga CF,77,78

J. Holebas,Watford,77,77

Beto,Sporting CP,77,77

S. De Maio,Fiorentina,77,77

A. Rukavina,Villarreal CF,77,77

O. Akhmedov,FC Krasnodar,77,77

V. Torosidis,Bologna,77,77

B. Dočkal,Free,77,77

D. Da Silva,SM Caen,77,78

R. Vormer,Club Brugge KV,77,77

S. Okaka,Watford,77,78

K. Grosicki,Stade Rennais FC,77,77

Fabricio,Beşiktaş JK,77,77

S. Prödl,Watford,77,77

J. De Guzmán,Chievo Verona,77,77

S. Aigner,1860 München,77,77

Baiano,SC Braga,77,77

J. Ďurica,Trabzonspor,77,77

Pedro León,SD Eibar,77,77

M. Andújar,Estudiantes de La Plata,77,77

Joselu,RC Deportivo de La Coruña,77,79

N. Dyer,Swansea City,77,77

O. Trejo,Toulouse FC,77,77

J. Lössl,1. FSV Mainz 05,77,78

P. Hetemaj,Chievo Verona,77,77

J. Maidana,River Plate,77,77

C. Erkin,Beşiktaş JK,77,77

C. Tioté,Newcastle United,77,77

L. De Silvestri,Torino,77,77

J. Rodriguez,Southampton,77,77

D. Gibson,Everton,77,77

S. Long,Southampton,77,77

H. Rodallega,Akhisar Belediyespor,77,77

F. Higuaín,Columbus Crew SC,77,77

I. Sosa,Tigres U.A.N.L.,77,77

N. Pareja,Sevilla FC,77,77

E. Polański,TSG 1899 Hoffenheim,77,77

L. Refaelov,Club Brugge KV,77,77

Sergio,RC Celta de Vigo,77,77

G. Jourdren,Montpellier Hérault SC,77,77

C. Davies,Hull City,77,77

Y. Kaboul,Watford,77,77

G. Whelan,Stoke City,77,77

G. Gillet,FC Nantes,77,77

J. Djourou,Hamburger SV,77,77

D. Padelli,Torino,77,77

V. Behrami,Watford,77,77

M. Matip,FC Ingolstadt 04,77,77

D. Abraham,Eintracht Frankfurt,77,77

P. Schwegler,TSG 1899 Hoffenheim,77,77

G. İnler,Beşiktaş JK,77,77

A. Hunt,Hamburger SV,77,77

A. Song,Rubin Kazan,77,77

A. Talavera,Deportivo Toluca,77,77

Y. Zhirkov,Zenit St. Petersburg,77,77

J. Leca,SC Bastia,77,77

M. Zárate,Fiorentina,77,77

R. Sambueza,Club América,77,77

J. Puncheon,Crystal Palace,77,77

S. Davis,Southampton,77,77

R. Mavuba,LOSC Lille,77,77

J. Drobný,SV Werder Bremen,77,77

W. Hoolahan,Norwich City,77,77

F. Magnanelli,Sassuolo,77,77

Z. Karcemarskas,Osmanlıspor,77,77

S. Ryzhikov,Rubin Kazan,77,77

Mikel Rico,Athletic Club de Bilbao,77,77

M. Delgado,FC Basel,77,77

L. Britton,Swansea City,77,77

N. Burdisso,Genoa,77,77

A. Domínguez,Olympiakos CFP,77,77

G. Johnson,Stoke City,77,77

D. Gastaldello,Bologna,77,77

J. Briand,En Avant de Guingamp,77,77

M. Dawson,Hull City,77,77

S. Ignashevich,CSKA Moscow,77,77

J. Valdés,Colo-Colo,77,77

A. Aquilani,Pescara,77,77

J. Van Damme,LA Galaxy,77,77

C. Ledesma,Panathinaikos FC,77,77

T. Barnetta,Philadelphia Union,77,77

L. Butelle,Club Brugge KV,77,77

S. Proto,KV Oostende,77,77

E. Moretti,Torino,77,77

D. Bonera,Villarreal CF,77,77

A. Cassano,Sampdoria,77,77

R. Vercoutre,SM Caen,77,77

A. Lafont,Toulouse FC,76,88

M. Rashford,Manchester United,76,89

A. Peñaranda,Udinese,76,86

Ronaldo Cabrais,Clube Atlético Paranaense,76,78

David Seijalbo,Criciúma,76,76

Vieirundinho,Sport Club do Recife,76,76

Welington Dano,Santos Futebol Clube,76,76

Nelsildo Reis,Sport Club Internacional,76,76

Fred Aníbão,Grêmio Foot-Ball Porto Alegrense,76,79

Gabri Prestão,Figueirense Futebol Clube,76,76

Rosberto Dourado,Sociedade Esportiva Palmeiras,76,76

Everton Andrão,A. Minas Gerais,76,76

Eltildo Correia,Associação Atlética Ponte Preta,76,76

Juiano Mestres,Grêmio Foot-Ball Porto Alegrense,76,76

Antônio Chiamuloira,Botafogo de Futebol e Regatas,76,76

L. Bailey,KRC Genk,76,87

M. Pjaca,Juventus,76,86

André Silva,FC Porto,76,85

L. Pellegrini,Sassuolo,76,85

M. Marega,Vitória Guimarães,76,77

Pablo Fornals,Málaga CF,76,82

André Horta,SL Benfica,76,85

Aritz Elustondo,Real Sociedad,76,84

K. Iheanacho,Manchester City,76,89

M. Campaña,Independiente,76,78

Mikel Merino,Borussia Dortmund,76,86

F. Andone,RC Deportivo de La Coruña,76,82

I. Ordets,Shakhtar Donetsk,76,82

Diogo Jota,FC Porto,76,85

S. Milinković-Savić,Lazio,76,83

S. Özbayraklı,Fenerbahçe SK,76,78

Jorge Meré,Real Sporting de Gijón,76,84

Malcom,Girondins de Bordeaux,76,85

B. Embolo,FC Schalke 04,76,88

H. Lozano,Pachuca,76,84

N. Vukcević,SC Braga,76,82

P. Ndiaye,Osmanlıspor,76,79

E. Gutiérrez,Pachuca,76,84

L. Hernández,Atlético Madrid,76,87

D. Sánchez,Ajax,76,85

O. Romero,Racing Club,76,80

E. Valencia,Everton,76,77

T. Bakayoko,AS Monaco,76,83

Diego Carlos,FC Nantes,76,82

J. Amavi,Aston Villa,76,84

J. Gómez,Club Atlético Lanús,76,80

Camarasa,Deportivo Alavés,76,84

E. Cerutti,San Lorenzo de Almagro,76,82

J. Calleri,West Ham United,76,82

G. Gómez,Milan,76,83

T. Bongonda,RC Celta de Vigo,76,86

G. Haraguchi,Hertha BSC Berlin,76,79

F. Cartabia,Valencia CF,76,83

W. Hoedt,Lazio,76,82

Carlos Mané,VfB Stuttgart,76,82

Bastos,Lazio,76,82

M. Oikonomou,Bologna,76,80

J. Añor,Málaga CF,76,86

K. Tete,Ajax,76,82

S. Widmer,Udinese,76,81

A. Mitrović,Newcastle United,76,83

Y. Sabaly,Girondins de Bordeaux,76,81

Deyverson,Deportivo Alavés,76,81

G. Alcoba,U.N.A.M.,76,76

E. Rigoni,Independiente,76,82

L. Lollo,River Plate,76,76

G. Peruzzi,Boca Juniors,76,79

G. Lezcano,CD O'Higgins,76,76

S. Romero,Club América,76,76

S. Pérez,Boca Juniors,76,81

J. Cuadrado,Once Caldas,76,76

F. Fabra,Boca Juniors,76,79

E. Balanta,FC Basel,76,80

Aderllan Santos,Valencia CF,76,77

S. van Beek,Feyenoord,76,81

L. Depoitre,FC Porto,76,77

O. Duarte,RCD Espanyol,76,77

J. Hendrix,PSV,76,83

Marcos Lopes,LOSC Lille,76,83

Santi Mina,Valencia CF,76,83

L. Dendoncker,RSC Anderlecht,76,83

A. Ghazal,CD Nacional,76,79

A. Hurtado,Club Tijuana,76,76

José Sá,FC Porto,76,82

R. Bazoer,Ajax,76,84

Iuri Medeiros,Boavista FC,76,85

E. Roco,Cruz Azul,76,82

V. Grifo,SC Freiburg,76,80

N. Tagliafico,Independiente,76,82

A. Maxim,VfB Stuttgart,76,78

Manquillo,Sunderland,76,82

Ricardo Ferreira,SC Braga,76,83

B. Engels,Club Brugge KV,76,84

M. Stendera,Eintracht Frankfurt,76,85

A. Hassan,SC Braga,76,81

T. Letschert,Sassuolo,76,81

S. Larsson,SC Heerenveen,76,81

D. Siovas,Olympiakos CFP,76,77

Tiago Volpi,Querétaro,76,78

Isaac Becerra,Real Valladolid,76,77

M. Mantovani,CD Leganés,76,76

A. Duncan,Sassuolo,76,82

R. Zozulya,Real Betis Balompié,76,79

A. Januzaj,Sunderland,76,85

Gabriel,CD Leganés,76,81

Matheus,SC Braga,76,81

S. Kolašinac,FC Schalke 04,76,80

B. Traoré,Ajax,76,85

Pedro Henrique,Stade Rennais FC,76,77

E. Durm,Borussia Dortmund,76,81

T. Strobl,Borussia Mönchengladbach,76,78

Marçal,En Avant de Guingamp,76,77

K. Omeruo,Alanyaspor,76,83

L. Paredes,Roma,76,83

Insua,CD Leganés,76,82

M. Weiser,Hertha BSC Berlin,76,84

M. De Sciglio,Milan,76,81

A. Younes,Ajax,76,82

C. Atsu,Newcastle United,76,80

J. Ward-Prowse,Southampton,76,84

Alberto Moreno,Liverpool,76,80

V. Qazaishvili,Legia Warszawa,76,80

O. Yokuşlu,Trabzonspor,76,84

T. Inui,SD Eibar,76,76

I. Piris,Monterrey,76,77

L. Melgarejo,Spartak Moscow,76,77

R. Álvarez,Sampdoria,76,76

J. Locadia,PSV,76,81

C. Kerbrat,En Avant de Guingamp,76,76

J. Korb,Borussia Mönchengladbach,76,78

S. Berahino,West Bromwich Albion,76,82

David Simón,UD Las Palmas,76,78

K. Frei,Beşiktaş JK,76,82

S. Vergini,Boca Juniors,76,78

R. Knoche,VfL Wolfsburg,76,79

R. Mora,River Plate,76,76

Danilo Avelar,Torino,76,77

Javi Espinosa,Levante UD,76,81

Serantes,CD Leganés,76,78

J. Gouweleeuw,FC Augsburg,76,78

Naldo,FC Krasnodar,76,77

J. Schmid,FC Augsburg,76,77

C. Piccini,Real Betis Balompié,76,83

R. Brady,Norwich City,76,78

